Subject, RT, Choice, Correct, Accuracy, Slow, Congruent, Block, Points, FixTime, GapTime, StimTime
31,1.155594e+00, 1, 1, 1, 1, 0, 0, -1.500000e+00, 1.014878e-01, 4.014943e-01, 4.515124e-01
31,2.766296e-01, 2, 1, 0, 0, 0, 0, -1.500000e+00, 9.935710e-02, 3.993693e-01, 4.493403e-01
31,7.467231e-01, 2, 2, 1, 0, 1, 0, 1, 9.990102e-02, 3.999105e-01, 4.499283e-01
31,3.973973e-01, 1, 1, 1, 0, 1, 0, 1, 9.990495e-02, 3.999105e-01, 4.499274e-01
31,3.903151e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.990948e-02, 4.002567e-01, 4.502730e-01
31,4.791978e-01, 2, 2, 1, 0, 0, 0, 1, 9.990525e-02, 3.999093e-01, 4.499265e-01
31,4.051490e-01, 2, 2, 1, 0, 1, 0, 1, 9.993242e-02, 3.999216e-01, 4.499358e-01
31,5.734694e-01, 1, 1, 1, 0, 1, 0, 1, 9.987990e-02, 4.002117e-01, 4.502274e-01
31,4.952059e-01, 2, 2, 1, 0, 0, 0, 1, 9.990978e-02, 3.999238e-01, 4.499386e-01
31,5.241081e-01, 2, 2, 1, 0, 0, 0, 1, 9.995717e-02, 4.002153e-01, 4.502190e-01
31,7.114957e-01, 2, 2, 1, 0, 0, 0, 1, 9.991219e-02, 3.999235e-01, 4.499370e-01
31,6.120617e-01, 2, 2, 1, 0, 1, 0, 1, 1.002098e-01, 4.002229e-01, 4.501825e-01
31,4.524065e-01, 2, 2, 1, 0, 1, 0, 1, 9.990948e-02, 4.002494e-01, 4.502522e-01
31,3.628751e-01, 2, 2, 1, 0, 0, 0, 1, 9.991370e-02, 3.999195e-01, 4.499325e-01
31,4.617480e-01, 1, 1, 1, 0, 0, 0, 1, 9.991944e-02, 3.999171e-01, 4.499214e-01
31,2.832865e-01, 2, 1, 0, 0, 0, 0, -1.500000e+00, 9.991340e-02, 4.002697e-01, 4.502972e-01
31,9.687791e-01, 1, 1, 1, 1, 1, 0, -1.500000e+00, 9.991008e-02, 3.999177e-01, 4.499301e-01
31,4.028972e-01, 1, 1, 1, 0, 1, 0, 1, 1.002309e-01, 4.002470e-01, 4.502473e-01
31,3.878448e-01, 2, 2, 1, 0, 0, 0, 1, 9.988925e-02, 3.999062e-01, 4.499367e-01
31,3.485313e-01, 2, 2, 1, 0, 1, 0, 1, 9.991219e-02, 4.002627e-01, 4.502793e-01
31,4.392966e-01, 1, 1, 1, 0, 0, 0, 1, 9.991461e-02, 3.999244e-01, 4.499636e-01
31,3.671622e-01, 2, 2, 1, 0, 0, 0, 1, 9.991008e-02, 3.999198e-01, 4.499322e-01
31,3.209145e-01, 1, 1, 1, 0, 1, 0, 1, 1.002318e-01, 4.002395e-01, 4.502455e-01
31,5.088086e-01, 1, 1, 1, 0, 0, 0, 1, 9.991672e-02, 3.999268e-01, 4.499416e-01
31,4.249782e-01, 1, 1, 1, 0, 0, 0, 1, 9.991340e-02, 4.002425e-01, 4.502576e-01
31,4.491474e-01, 1, 1, 1, 0, 0, 0, 1, 9.996290e-02, 3.999702e-01, 4.499835e-01
31,4.643997e-01, 1, 1, 1, 0, 0, 0, 1, 9.989438e-02, 3.999029e-01, 4.499156e-01
31,2.777371e-01, 1, 1, 1, 0, 1, 0, 1, 1.002469e-01, 4.002576e-01, 4.502848e-01
31,3.558834e-01, 2, 2, 1, 0, 1, 0, 1, 9.992517e-02, 3.999038e-01, 4.499241e-01
31,4.863392e-01, 2, 2, 1, 0, 0, 0, 1, 9.990917e-02, 3.999177e-01, 4.499337e-01
31,2.834999e-01, 1, 1, 1, 0, 1, 0, 1, 1.002140e-01, 4.002259e-01, 4.501933e-01
31,3.050506e-01, 1, 1, 1, 0, 1, 0, 1, 9.991400e-02, 3.999265e-01, 4.499398e-01
31,3.177632e-01, 1, 1, 1, 0, 1, 0, 1, 9.990555e-02, 3.999150e-01, 4.499298e-01
31,2.816867e-01, 2, 2, 1, 0, 1, 0, 1, 9.991431e-02, 4.002437e-01, 4.502661e-01
31,2.872634e-01, 1, 1, 1, 0, 1, 0, 1, 9.986239e-02, 3.999138e-01, 4.499265e-01
31,3.573763e-01, 2, 2, 1, 0, 0, 0, 1, 9.991219e-02, 3.999225e-01, 4.499410e-01
31,3.106396e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.993362e-02, 4.002703e-01, 4.502784e-01
31,4.832060e-01, 1, 1, 1, 0, 0, 0, 1, 9.991793e-02, 3.999515e-01, 4.498960e-01
31,4.491190e-01, 2, 2, 1, 0, 0, 0, 1, 9.988472e-02, 3.999023e-01, 4.499198e-01
31,3.113761e-01, 2, 2, 1, 0, 0, 0, 1, 9.991521e-02, 4.002229e-01, 4.502489e-01
31,5.157267e-01, 2, 2, 1, 0, 1, 0, 1, 9.992185e-02, 3.999280e-01, 4.499416e-01
31,3.118292e-01, 1, 1, 1, 0, 1, 0, 1, 9.991340e-02, 4.002422e-01, 4.502582e-01
31,5.239288e-01, 2, 2, 1, 0, 1, 0, 1, 9.990465e-02, 3.999213e-01, 4.499398e-01
31,5.440650e-01, 2, 2, 1, 0, 1, 0, 1, 9.990042e-02, 3.999162e-01, 4.499295e-01
31,4.349470e-01, 1, 1, 1, 0, 0, 0, 1, 1.001760e-01, 4.002259e-01, 4.502507e-01
31,4.348335e-01, 2, 2, 1, 0, 1, 0, 1, 9.989046e-02, 3.999008e-01, 4.499141e-01
31,3.939058e-01, 1, 1, 1, 0, 1, 0, 1, 9.991068e-02, 4.002205e-01, 4.502350e-01
31,2.592589e-01, 2, 1, 0, 0, 0, 0, -1.500000e+00, 9.990374e-02, 3.999171e-01, 4.499214e-01
31,2.978404e-01, 1, 1, 1, 0, 1, 0, 1, 9.991702e-02, 3.999244e-01, 4.499437e-01
31,2.543385e-01, 1, 1, 1, 0, 1, 0, 1, 9.991189e-02, 4.002377e-01, 4.502534e-01
31,5.251017e-01, 1, 1, 1, 0, 0, 0, 1, 9.991793e-02, 3.999696e-01, 4.499549e-01
31,4.731509e-01, 1, 1, 1, 0, 0, 0, 1, 9.992215e-02, 3.999228e-01, 4.499370e-01
31,3.346699e-01, 2, 2, 1, 0, 1, 0, 1, 9.991340e-02, 4.002410e-01, 4.502531e-01
31,3.299095e-01, 2, 2, 1, 0, 1, 0, 1, 9.991431e-02, 3.999277e-01, 4.499002e-01
31,3.900476e-01, 1, 1, 1, 0, 0, 0, 1, 9.991793e-02, 3.999244e-01, 4.499416e-01
31,3.667454e-01, 2, 2, 1, 0, 1, 0, 1, 9.991853e-02, 4.002479e-01, 4.502144e-01
31,3.288672e-01, 1, 1, 1, 0, 1, 0, 1, 9.990917e-02, 3.999081e-01, 4.499220e-01
31,3.250271e-01, 2, 2, 1, 0, 1, 0, 1, 9.992729e-02, 3.999250e-01, 4.499386e-01
31,3.683557e-01, 2, 2, 1, 0, 0, 0, 1, 9.990434e-02, 4.002389e-01, 4.502667e-01
31,4.186298e-01, 2, 2, 1, 0, 0, 0, 1, 9.991280e-02, 3.999280e-01, 4.499428e-01
31,3.213826e-01, 2, 1, 0, 0, 0, 1, -1.500000e+00, 9.492267e-02, 3.949294e-01, 4.449508e-01
