Subject, RT, Choice, Correct, Accuracy, Slow, Congruent, Block, Points, FixTime, GapTime, StimTime
45,8.325839e-01, 2, 2, 1, 1, 0, 0, -1.500000e+00, 9.780499e-02, 3.977716e-01, 4.477782e-01
45,3.824168e-01, 2, 2, 1, 0, 0, 0, 1, 9.905434e-02, 3.990236e-01, 4.491169e-01
45,3.271710e-01, 2, 1, 0, 0, 0, 0, -1.500000e+00, 9.988714e-02, 3.998546e-01, 4.498552e-01
45,2.983372e-01, 1, 1, 1, 0, 0, 0, 1, 9.988020e-02, 3.998474e-01, 4.498552e-01
45,2.542577e-01, 2, 1, 0, 0, 0, 0, -1.500000e+00, 9.990374e-02, 3.998661e-01, 4.498860e-01
45,3.403968e-01, 2, 2, 1, 0, 0, 0, 1, 9.985846e-02, 3.998260e-01, 4.498287e-01
45,2.713456e-01, 1, 1, 1, 0, 1, 0, 1, 9.988925e-02, 3.998549e-01, 4.498157e-01
45,3.406860e-01, 2, 2, 1, 0, 1, 0, 1, 9.986209e-02, 3.998254e-01, 4.498359e-01
45,2.310923e-01, 1, 1, 1, 0, 1, 0, 1, 9.988291e-02, 3.998299e-01, 4.498386e-01
45,2.621265e-01, 2, 2, 1, 0, 1, 0, 1, 9.988714e-02, 3.998604e-01, 4.498616e-01
45,3.549498e-01, 1, 1, 1, 0, 1, 0, 1, 9.990042e-02, 3.998564e-01, 4.498637e-01
45,3.734510e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.989136e-02, 3.998592e-01, 4.498637e-01
45,3.587914e-01, 2, 2, 1, 0, 0, 0, 1, 9.989106e-02, 3.998583e-01, 4.498661e-01
45,4.327507e-01, 1, 1, 1, 0, 0, 0, 1, 9.988442e-02, 3.998546e-01, 4.498643e-01
45,2.475850e-01, 2, 2, 1, 0, 0, 0, 1, 9.988472e-02, 3.998522e-01, 4.498583e-01
45,3.015884e-01, 2, 2, 1, 0, 1, 0, 1, 9.988050e-02, 3.998486e-01, 4.498085e-01
45,2.814756e-01, 1, 1, 1, 0, 1, 0, 1, 9.988714e-02, 3.998610e-01, 4.498673e-01
45,3.419229e-01, 2, 2, 1, 0, 0, 0, 1, 9.988654e-02, 3.998595e-01, 4.498655e-01
45,2.326314e-01, 1, 1, 1, 0, 1, 0, 1, 9.988412e-02, 3.998522e-01, 4.498601e-01
45,2.073769e-01, 2, 2, 1, 0, 1, 0, 1, 9.989046e-02, 3.998592e-01, 4.498652e-01
45,3.033742e-01, 2, 2, 1, 0, 1, 0, 1, 9.988714e-02, 3.998655e-01, 4.498559e-01
45,2.435354e-01, 2, 2, 1, 0, 1, 0, 1, 9.988986e-02, 3.998589e-01, 4.498725e-01
45,2.819821e-01, 2, 1, 0, 0, 0, 0, -1.500000e+00, 9.989046e-02, 3.998715e-01, 4.498631e-01
45,3.429169e-01, 1, 1, 1, 0, 0, 0, 1, 9.988593e-02, 3.998558e-01, 4.498592e-01
45,2.425157e-01, 2, 1, 0, 0, 0, 0, -1.500000e+00, 9.987899e-02, 3.998480e-01, 4.498574e-01
45,2.724579e-01, 2, 2, 1, 0, 1, 0, 1, 9.988412e-02, 3.998522e-01, 4.498565e-01
45,1.734932e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.987989e-02, 3.998583e-01, 4.498634e-01
45,2.629524e-01, 1, 1, 1, 0, 1, 0, 1, 9.988352e-02, 3.998504e-01, 4.498565e-01
45,2.360541e-01, 2, 2, 1, 0, 1, 0, 1, 9.988895e-02, 3.998619e-01, 4.498646e-01
45,2.752352e-01, 2, 2, 1, 0, 1, 0, 1, 9.989861e-02, 3.998450e-01, 4.498583e-01
45,2.403403e-01, 1, 1, 1, 0, 1, 0, 1, 9.989227e-02, 3.998664e-01, 4.498703e-01
45,3.189142e-01, 1, 1, 1, 0, 0, 0, 1, 9.987989e-02, 3.998531e-01, 4.498598e-01
45,1.705113e-01, 2, 1, 0, 0, 0, 0, -1.500000e+00, 9.988684e-02, 3.998546e-01, 4.498664e-01
45,2.356248e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.987416e-02, 3.998386e-01, 4.498438e-01
45,3.306272e-01, 1, 1, 1, 0, 1, 0, 1, 9.989076e-02, 3.998564e-01, 4.498646e-01
45,2.368159e-01, 1, 1, 1, 0, 0, 0, 1, 9.988261e-02, 3.998525e-01, 4.498613e-01
45,3.158224e-01, 1, 1, 1, 0, 0, 0, 1, 9.985333e-02, 3.998667e-01, 4.498700e-01
45,2.393877e-01, 1, 1, 1, 0, 1, 0, 1, 9.988714e-02, 3.998531e-01, 4.498592e-01
45,2.618685e-01, 2, 2, 1, 0, 1, 0, 1, 9.988020e-02, 3.998429e-01, 4.498519e-01
45,3.309740e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.985695e-02, 3.998441e-01, 4.498492e-01
45,3.177913e-01, 2, 2, 1, 0, 1, 0, 1, 9.988654e-02, 3.998510e-01, 4.498601e-01
45,3.131764e-01, 2, 2, 1, 0, 0, 0, 1, 9.991883e-02, 3.999144e-01, 4.498966e-01
45,3.086849e-01, 2, 2, 1, 0, 1, 0, 1, 9.988623e-02, 3.998558e-01, 4.498670e-01
45,2.724972e-01, 2, 2, 1, 0, 0, 0, 1, 9.988684e-02, 3.998540e-01, 4.498673e-01
45,3.661400e-01, 1, 1, 1, 0, 0, 0, 1, 9.988744e-02, 3.998549e-01, 4.498622e-01
45,3.752259e-01, 1, 1, 1, 0, 0, 0, 1, 9.987627e-02, 3.998453e-01, 4.498601e-01
45,3.125350e-01, 1, 1, 1, 0, 1, 0, 1, 9.987989e-02, 3.998338e-01, 4.498453e-01
45,2.440060e-01, 1, 1, 1, 0, 1, 0, 1, 9.987024e-02, 3.997955e-01, 4.498435e-01
45,3.625368e-01, 1, 1, 1, 0, 1, 0, 1, 9.988744e-02, 3.998534e-01, 4.498637e-01
45,2.759509e-01, 1, 1, 1, 0, 1, 0, 1, 9.987718e-02, 3.998407e-01, 4.498522e-01
45,2.655145e-01, 2, 2, 1, 0, 1, 0, 1, 9.988442e-02, 3.998534e-01, 4.498598e-01
45,2.308949e-01, 2, 2, 1, 0, 1, 0, 1, 9.989318e-02, 3.998921e-01, 4.498537e-01
45,2.696154e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.989770e-02, 3.999005e-01, 4.498181e-01
45,3.313842e-01, 1, 1, 1, 0, 1, 0, 1, 9.986752e-02, 3.998368e-01, 4.498402e-01
45,3.413485e-01, 1, 1, 1, 0, 0, 0, 1, 9.984307e-02, 3.998066e-01, 4.498136e-01
45,2.241812e-01, 2, 2, 1, 0, 1, 0, 1, 9.989710e-02, 3.998712e-01, 4.498583e-01
45,2.796833e-01, 1, 1, 1, 0, 0, 0, 1, 9.989046e-02, 3.998546e-01, 4.498619e-01
45,3.081240e-01, 1, 1, 1, 0, 1, 0, 1, 9.986782e-02, 3.998332e-01, 4.498450e-01
45,7.761110e-01, 2, 2, 1, 0, 0, 0, 1, 9.989348e-02, 3.998583e-01, 4.498646e-01
45,3.376729e-01, 2, 2, 1, 0, 0, 0, 1, 9.984488e-02, 4.000137e-01, 4.500179e-01
45,3.098488e-01, 2, 2, 1, 0, 1, 1, 1, 9.799666e-02, 3.979635e-01, 4.479741e-01
45,2.737181e-01, 1, 1, 1, 0, 0, 1, 1, 9.985816e-02, 3.998223e-01, 4.498266e-01
45,2.789778e-01, 1, 1, 1, 0, 0, 1, 1, 9.988684e-02, 3.998552e-01, 4.498655e-01
45,3.157047e-01, 1, 1, 1, 0, 0, 1, 1, 9.986480e-02, 3.998429e-01, 4.498616e-01
45,2.634390e-01, 2, 2, 1, 0, 1, 1, 1, 9.987778e-02, 3.998438e-01, 4.498522e-01
45,2.766983e-01, 1, 2, 0, 0, 0, 1, -1.500000e+00, 9.988986e-02, 3.998202e-01, 4.498619e-01
45,3.225255e-01, 2, 2, 1, 0, 1, 1, 1, 9.989891e-02, 3.998649e-01, 4.498734e-01
45,3.012111e-01, 2, 2, 1, 0, 0, 1, 1, 9.988865e-02, 3.998543e-01, 4.498616e-01
45,2.812903e-01, 2, 1, 0, 0, 0, 1, -1.500000e+00, 9.989438e-02, 3.998589e-01, 4.498854e-01
45,2.861908e-01, 1, 1, 1, 0, 1, 1, 1, 9.988050e-02, 3.998314e-01, 4.498356e-01
45,4.185382e-01, 1, 1, 1, 1, 0, 1, -1.500000e+00, 9.989287e-02, 3.998613e-01, 4.498619e-01
45,2.743919e-01, 2, 2, 1, 0, 0, 1, 1, 9.989318e-02, 3.998573e-01, 4.498691e-01
45,3.191940e-01, 1, 1, 1, 0, 0, 1, 1, 9.988140e-02, 3.998465e-01, 4.498610e-01
45,3.148027e-01, 1, 1, 1, 0, 1, 1, 1, 9.989318e-02, 3.998607e-01, 4.498673e-01
45,3.339276e-01, 2, 2, 1, 0, 0, 1, 1, 9.990042e-02, 3.998607e-01, 4.498652e-01
45,3.366904e-01, 1, 1, 1, 0, 0, 1, 1, 9.988804e-02, 3.998785e-01, 4.498661e-01
45,3.074965e-01, 1, 1, 1, 0, 1, 1, 1, 9.989287e-02, 3.999002e-01, 4.498640e-01
45,3.115325e-01, 1, 1, 1, 0, 1, 1, 1, 9.989619e-02, 3.998628e-01, 4.498728e-01
45,2.592004e-01, 2, 1, 0, 0, 0, 1, -1.500000e+00, 9.989046e-02, 3.998628e-01, 4.498652e-01
45,2.967591e-01, 2, 2, 1, 0, 1, 1, 1, 9.989408e-02, 3.998601e-01, 4.498646e-01
45,2.929239e-01, 1, 1, 1, 0, 1, 1, 1, 9.988774e-02, 3.998552e-01, 4.498598e-01
45,2.894170e-01, 1, 1, 1, 0, 1, 1, 1, 9.989589e-02, 3.998558e-01, 4.498836e-01
45,2.545278e-01, 1, 1, 1, 0, 1, 1, 1, 9.986631e-02, 3.998576e-01, 4.498362e-01
45,2.040104e-01, 2, 1, 0, 0, 0, 1, -1.500000e+00, 9.988895e-02, 3.998573e-01, 4.498637e-01
45,3.404557e-01, 2, 2, 1, 0, 1, 1, 1, 9.989529e-02, 3.998570e-01, 4.498676e-01
45,3.990288e-01, 2, 2, 1, 1, 0, 1, -1.500000e+00, 9.987899e-02, 3.998459e-01, 4.498688e-01
45,3.912613e-01, 1, 1, 1, 1, 0, 1, -1.500000e+00, 9.987416e-02, 3.998380e-01, 4.498504e-01
45,2.717751e-01, 1, 1, 1, 0, 1, 1, 1, 9.988835e-02, 3.998573e-01, 4.498598e-01
45,2.689384e-01, 1, 1, 1, 0, 0, 1, 1, 9.988020e-02, 3.998504e-01, 4.498552e-01
45,2.261903e-01, 2, 2, 1, 0, 1, 1, 1, 9.989257e-02, 3.998604e-01, 4.498673e-01
45,2.498196e-01, 2, 2, 1, 0, 1, 1, 1, 9.989438e-02, 3.998610e-01, 4.498755e-01
45,2.638456e-01, 1, 2, 0, 0, 0, 1, -1.500000e+00, 9.988503e-02, 3.998531e-01, 4.498649e-01
45,3.252956e-01, 2, 2, 1, 0, 0, 1, 1, 9.986541e-02, 3.998281e-01, 4.498359e-01
45,3.368612e-01, 2, 2, 1, 0, 0, 1, 1, 9.986782e-02, 3.998380e-01, 4.498531e-01
45,3.313697e-01, 1, 1, 1, 0, 0, 1, 1, 9.988744e-02, 3.998338e-01, 4.498613e-01
45,3.817488e-01, 2, 2, 1, 1, 0, 1, -1.500000e+00, 9.987205e-02, 3.998347e-01, 4.498486e-01
45,3.024070e-01, 1, 1, 1, 0, 1, 1, 1, 9.992970e-02, 3.998948e-01, 4.499060e-01
45,3.146479e-01, 2, 2, 1, 0, 0, 1, 1, 9.988955e-02, 3.998691e-01, 4.498565e-01
45,2.777282e-01, 2, 2, 1, 0, 1, 1, 1, 9.990706e-02, 3.998746e-01, 4.498673e-01
45,3.224202e-01, 1, 1, 1, 0, 0, 1, 1, 9.984518e-02, 3.998087e-01, 4.498202e-01
45,2.538985e-01, 2, 2, 1, 0, 1, 1, 1, 9.989106e-02, 3.998573e-01, 4.498715e-01
45,3.558632e-01, 2, 2, 1, 0, 0, 1, 1, 9.989921e-02, 3.998652e-01, 4.498646e-01
45,3.497137e-01, 2, 2, 1, 0, 0, 1, 1, 9.989559e-02, 3.998583e-01, 4.498715e-01
45,2.880457e-01, 1, 1, 1, 0, 1, 1, 1, 9.989016e-02, 3.998546e-01, 4.498631e-01
45,2.848651e-01, 1, 1, 1, 0, 1, 1, 1, 9.989438e-02, 3.998607e-01, 4.498661e-01
45,3.216369e-01, 2, 2, 1, 0, 0, 1, 1, 9.987718e-02, 3.998290e-01, 4.498386e-01
45,2.851138e-01, 2, 2, 1, 0, 1, 1, 1, 9.988472e-02, 3.998513e-01, 4.498631e-01
