Subject, RT, Choice, Correct, Accuracy, Slow, Congruent, Block, Points, FixTime, GapTime, StimTime
3,3.950580e+00, 0, 2, 0, 1, 0, 0, -1.500000e+00, 9.863356e-02, 3.985947e-01, 4.486044e-01
3,3.950177e+00, 0, 2, 0, 1, 0, 0, -1.500000e+00, 9.909720e-02, 3.990502e-01, 4.490563e-01
3,3.950465e+00, 0, 2, 0, 1, 1, 0, -1.500000e+00, 9.977063e-02, 3.997040e-01, 4.497167e-01
3,3.950242e+00, 0, 2, 0, 1, 1, 0, -1.500000e+00, 9.982254e-02, 3.997804e-01, 4.497900e-01
3,3.950232e+00, 0, 2, 0, 1, 1, 0, -1.500000e+00, 9.980655e-02, 3.998555e-01, 4.498030e-01
3,3.950377e+00, 0, 1, 0, 1, 0, 0, -1.500000e+00, 9.976429e-02, 3.997300e-01, 4.497031e-01
3,3.950623e+00, 0, 2, 0, 1, 1, 0, -1.500000e+00, 9.981862e-02, 3.997789e-01, 4.497647e-01
3,3.950361e+00, 0, 1, 0, 1, 0, 0, -1.500000e+00, 9.983975e-02, 3.997909e-01, 4.497955e-01
3,3.950567e+00, 0, 1, 0, 1, 1, 0, -1.500000e+00, 9.983039e-02, 3.997894e-01, 4.497973e-01
3,3.950038e+00, 0, 2, 0, 1, 1, 0, -1.500000e+00, 9.982285e-02, 3.997843e-01, 4.497900e-01
3,3.950558e+00, 0, 1, 0, 1, 0, 0, -1.500000e+00, 9.981409e-02, 3.997789e-01, 4.497879e-01
3,3.950334e+00, 0, 2, 0, 1, 1, 0, -1.500000e+00, 9.983281e-02, 3.997810e-01, 4.497861e-01
3,3.950192e+00, 0, 2, 0, 1, 1, 0, -1.500000e+00, 9.990555e-02, 3.998314e-01, 4.498743e-01
3,3.950591e+00, 0, 1, 0, 1, 0, 0, -1.500000e+00, 9.980564e-02, 3.997731e-01, 4.497961e-01
3,3.950586e+00, 0, 2, 0, 1, 1, 0, -1.500000e+00, 9.981952e-02, 3.997831e-01, 4.497713e-01
3,3.950529e+00, 0, 2, 0, 1, 0, 0, -1.500000e+00, 9.981288e-02, 3.998145e-01, 4.497584e-01
3,3.950300e+00, 0, 1, 0, 1, 1, 0, -1.500000e+00, 9.982224e-02, 3.997834e-01, 4.497390e-01
3,3.950512e+00, 0, 2, 0, 1, 0, 0, -1.500000e+00, 9.988925e-02, 3.998332e-01, 4.498462e-01
3,3.950078e+00, 0, 1, 0, 1, 1, 0, -1.500000e+00, 9.987506e-02, 3.998362e-01, 4.498226e-01
3,3.950386e+00, 0, 1, 0, 1, 1, 0, -1.500000e+00, 9.989740e-02, 3.998299e-01, 4.497907e-01
3,3.950095e+00, 0, 2, 0, 1, 1, 0, -1.500000e+00, 9.980564e-02, 3.997710e-01, 4.498278e-01
3,3.950190e+00, 0, 1, 0, 1, 1, 0, -1.500000e+00, 9.979538e-02, 3.997529e-01, 4.497611e-01
3,3.950227e+00, 0, 1, 0, 1, 0, 0, -1.500000e+00, 9.985122e-02, 3.998272e-01, 4.498386e-01
3,3.950195e+00, 0, 2, 0, 1, 0, 0, -1.500000e+00, 9.983582e-02, 3.997837e-01, 4.497931e-01
3,3.950089e+00, 0, 1, 0, 1, 1, 0, -1.500000e+00, 9.979326e-02, 3.997837e-01, 4.497472e-01
