Subject, RT, Choice, Correct, Accuracy, Slow, Congruent, Block, Points, FixTime, GapTime, StimTime
9,3.950783e+00, 0, 2, 0, 1, 1, 0, -1.500000e+00, 9.717352e-02, 3.971495e-01, 4.471489e-01
9,7.915397e-01, 2, 2, 1, 0, 0, 0, 1, 9.902446e-02, 3.989844e-01, 4.489862e-01
9,4.322379e-01, 2, 2, 1, 0, 0, 0, 1, 9.962604e-02, 3.995881e-01, 4.495908e-01
9,4.628538e-01, 1, 1, 1, 0, 0, 0, 1, 9.987989e-02, 3.998223e-01, 4.498652e-01
9,3.646597e-01, 2, 2, 1, 0, 0, 0, 1, 9.985605e-02, 3.998118e-01, 4.498254e-01
9,3.180057e-01, 1, 1, 1, 0, 1, 0, 1, 9.984307e-02, 3.998027e-01, 4.498284e-01
9,4.253153e-01, 2, 2, 1, 0, 1, 0, 1, 9.986752e-02, 3.998069e-01, 4.498136e-01
9,6.244439e-01, 2, 1, 0, 0, 0, 0, -1.500000e+00, 9.987778e-02, 3.998495e-01, 4.498583e-01
9,5.678059e-01, 1, 1, 1, 0, 1, 0, 1, 9.978874e-02, 3.997239e-01, 4.497559e-01
9,3.936528e-01, 1, 1, 1, 0, 1, 0, 1, 9.988080e-02, 3.998447e-01, 4.498444e-01
9,3.700836e-01, 1, 1, 1, 0, 1, 0, 1, 9.987205e-02, 3.998344e-01, 4.498492e-01
9,3.794922e-01, 2, 2, 1, 0, 0, 0, 1, 9.988804e-02, 3.998788e-01, 4.498531e-01
9,3.964196e-01, 1, 1, 1, 0, 1, 0, 1, 9.986299e-02, 3.997867e-01, 4.497819e-01
9,3.324431e-01, 1, 1, 1, 0, 1, 0, 1, 9.988955e-02, 3.998423e-01, 4.498637e-01
9,3.909103e-01, 2, 2, 1, 0, 0, 0, 1, 9.989801e-02, 3.998893e-01, 4.499066e-01
9,3.357978e-01, 1, 1, 1, 0, 0, 0, 1, 9.982949e-02, 3.997994e-01, 4.498060e-01
9,3.704196e-01, 2, 2, 1, 0, 1, 0, 1, 9.990766e-02, 3.998486e-01, 4.498510e-01
9,2.838258e-01, 2, 2, 1, 0, 1, 0, 1, 9.989499e-02, 3.998752e-01, 4.498453e-01
9,3.763074e-01, 1, 1, 1, 0, 0, 0, 1, 9.987114e-02, 3.998311e-01, 4.498284e-01
9,3.458904e-01, 2, 2, 1, 0, 1, 0, 1, 9.988231e-02, 3.998522e-01, 4.498722e-01
9,3.002938e-01, 1, 1, 1, 0, 0, 0, 1, 9.987959e-02, 3.997870e-01, 4.498048e-01
9,2.080262e-01, 2, 2, 1, 0, 1, 0, 1, 9.987537e-02, 3.998335e-01, 4.498383e-01
9,2.882428e-01, 1, 1, 1, 0, 0, 0, 1, 9.988744e-02, 3.998598e-01, 4.498193e-01
9,2.525371e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.986812e-02, 3.998238e-01, 4.498314e-01
9,3.308351e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.988291e-02, 3.998468e-01, 4.498574e-01
9,2.936589e-01, 2, 2, 1, 0, 1, 0, 1, 9.986752e-02, 3.998305e-01, 4.498368e-01
9,4.105458e-01, 1, 1, 1, 0, 0, 0, 1, 9.988472e-02, 3.998426e-01, 4.498534e-01
9,2.982074e-01, 2, 2, 1, 0, 0, 0, 1, 9.988895e-02, 3.998761e-01, 4.498737e-01
9,3.504743e-01, 1, 1, 1, 0, 0, 0, 1, 9.987627e-02, 3.998217e-01, 4.498344e-01
9,3.841697e-01, 1, 1, 1, 0, 0, 0, 1, 9.989559e-02, 3.998510e-01, 4.498613e-01
9,3.051569e-01, 1, 1, 1, 0, 1, 0, 1, 9.981681e-02, 3.997867e-01, 4.497840e-01
9,2.769238e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.987597e-02, 3.998257e-01, 4.499078e-01
9,4.825654e-01, 2, 2, 1, 0, 1, 0, 1, 9.988472e-02, 3.998966e-01, 4.498646e-01
9,2.712910e-01, 2, 2, 1, 0, 1, 0, 1, 9.987808e-02, 3.998444e-01, 4.498281e-01
9,3.006110e-01, 2, 2, 1, 0, 1, 0, 1, 9.983945e-02, 3.997801e-01, 4.498181e-01
9,4.009443e-01, 1, 1, 1, 0, 0, 0, 1, 9.987356e-02, 3.998347e-01, 4.498924e-01
9,3.448231e-01, 1, 1, 1, 0, 1, 0, 1, 9.987929e-02, 3.998275e-01, 4.498239e-01
9,3.146168e-01, 1, 1, 1, 0, 1, 0, 1, 9.989046e-02, 3.998586e-01, 4.498226e-01
9,2.864486e-01, 1, 1, 1, 0, 0, 0, 1, 9.987748e-02, 3.997988e-01, 4.498486e-01
9,3.548547e-01, 1, 1, 1, 0, 1, 0, 1, 9.991249e-02, 3.998432e-01, 4.498559e-01
9,3.252884e-01, 2, 2, 1, 0, 0, 0, 1, 9.989559e-02, 3.998625e-01, 4.498531e-01
9,3.923021e-01, 1, 1, 1, 0, 0, 0, 1, 9.989589e-02, 3.998284e-01, 4.498661e-01
9,2.894861e-01, 1, 1, 1, 0, 0, 0, 1, 9.987899e-02, 3.997822e-01, 4.498178e-01
9,2.860957e-01, 1, 1, 1, 0, 1, 0, 1, 9.989016e-02, 3.998573e-01, 4.498610e-01
9,3.784671e-01, 2, 2, 1, 0, 1, 0, 1, 9.993604e-02, 3.999056e-01, 4.499183e-01
9,3.714806e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.988201e-02, 3.998501e-01, 4.498495e-01
9,3.166208e-01, 2, 2, 1, 0, 0, 0, 1, 9.993091e-02, 3.997967e-01, 4.498667e-01
9,3.201711e-01, 1, 1, 1, 0, 1, 0, 1, 9.998615e-02, 3.998441e-01, 4.498613e-01
9,3.553123e-01, 1, 1, 1, 0, 1, 0, 1, 9.989287e-02, 3.998552e-01, 4.498661e-01
9,3.417575e-01, 2, 2, 1, 0, 0, 0, 1, 9.987537e-02, 3.998492e-01, 4.499035e-01
9,2.881770e-01, 2, 2, 1, 0, 1, 0, 1, 9.986390e-02, 3.998260e-01, 4.498405e-01
9,3.812435e-01, 1, 1, 1, 0, 1, 0, 1, 9.988231e-02, 3.998097e-01, 4.498628e-01
9,4.378118e-01, 1, 1, 1, 0, 0, 0, 1, 9.990374e-02, 3.998592e-01, 4.498498e-01
9,3.084618e-01, 2, 2, 1, 0, 1, 0, 1, 9.988925e-02, 3.998498e-01, 4.498468e-01
9,3.524418e-01, 1, 1, 1, 0, 1, 0, 1, 9.993996e-02, 3.998712e-01, 4.498948e-01
9,3.703613e-01, 1, 1, 1, 0, 0, 0, 1, 9.984850e-02, 3.998676e-01, 4.498682e-01
9,3.478881e-01, 2, 2, 1, 0, 0, 0, 1, 9.992487e-02, 3.998963e-01, 4.498571e-01
9,2.782489e-01, 2, 2, 1, 0, 1, 0, 1, 9.988774e-02, 3.998534e-01, 4.498583e-01
9,2.986378e-01, 2, 2, 1, 0, 1, 0, 1, 9.990616e-02, 3.998247e-01, 4.498782e-01
9,3.747780e-01, 2, 2, 1, 0, 0, 0, 1, 9.986239e-02, 3.998429e-01, 4.498359e-01
9,3.420736e-01, 2, 2, 1, 0, 1, 1, 1, 9.501047e-02, 3.949170e-01, 4.449725e-01
9,4.003328e-01, 1, 1, 1, 0, 0, 1, 1, 9.988714e-02, 3.998320e-01, 4.499123e-01
9,2.884004e-01, 1, 1, 1, 0, 1, 1, 1, 9.984790e-02, 3.998030e-01, 4.497822e-01
9,3.012805e-01, 2, 2, 1, 0, 1, 1, 1, 9.984518e-02, 3.998583e-01, 4.498652e-01
9,3.130481e-01, 2, 2, 1, 0, 0, 1, 1, 9.989680e-02, 3.998646e-01, 4.498474e-01
9,2.769328e-01, 2, 2, 1, 0, 1, 1, 1, 9.988140e-02, 3.998127e-01, 4.498290e-01
9,3.218557e-01, 1, 1, 1, 0, 0, 1, 1, 9.989197e-02, 3.998377e-01, 4.498534e-01
9,2.774442e-01, 1, 1, 1, 0, 1, 1, 1, 9.989016e-02, 3.998486e-01, 4.498483e-01
9,3.309794e-01, 2, 2, 1, 0, 0, 1, 1, 9.988804e-02, 3.998528e-01, 4.498589e-01
9,4.057199e-01, 1, 1, 1, 0, 1, 1, 1, 9.989197e-02, 3.998981e-01, 4.498396e-01
9,3.414865e-01, 2, 2, 1, 0, 1, 1, 1, 9.987054e-02, 3.998220e-01, 4.498245e-01
9,3.204093e-01, 1, 1, 1, 0, 0, 1, 1, 9.993453e-02, 3.998966e-01, 4.499026e-01
9,3.959366e-01, 2, 2, 1, 0, 0, 1, 1, 9.986510e-02, 3.998368e-01, 4.498380e-01
9,3.557331e-01, 1, 1, 1, 0, 1, 1, 1, 9.988201e-02, 3.998477e-01, 4.498513e-01
9,3.419112e-01, 2, 2, 1, 0, 1, 1, 1, 9.984488e-02, 3.998036e-01, 4.498371e-01
9,4.887358e-01, 1, 1, 1, 0, 0, 1, 1, 9.988744e-02, 3.998486e-01, 4.498562e-01
