Subject, RT, Choice, Correct, Accuracy, Slow, Congruent, Block, Points, FixTime, GapTime, StimTime
44,1.020003e+00, 1, 1, 1, 1, 0, 0, -1.500000e+00, 9.813571e-02, 3.981036e-01, 4.481667e-01
44,3.774700e-01, 1, 1, 1, 0, 0, 0, 1, 9.910135e-02, 3.990865e-01, 4.490997e-01
44,3.465032e-01, 2, 2, 1, 0, 1, 0, 1, 9.989553e-02, 3.998493e-01, 4.498510e-01
44,3.245492e-01, 1, 1, 1, 0, 0, 0, 1, 9.991032e-02, 3.999126e-01, 4.499069e-01
44,3.762339e-01, 1, 1, 1, 0, 0, 0, 1, 9.986112e-02, 3.998616e-01, 4.498936e-01
44,4.251882e-01, 1, 1, 1, 0, 0, 0, 1, 9.983848e-02, 3.997943e-01, 4.498082e-01
44,3.448865e-01, 2, 2, 1, 0, 1, 0, 1, 9.989160e-02, 3.998553e-01, 4.498658e-01
44,2.670029e-01, 1, 1, 1, 0, 1, 0, 1, 9.989613e-02, 3.998740e-01, 4.498716e-01
44,3.604441e-01, 1, 1, 1, 0, 1, 0, 1, 9.993084e-02, 3.998707e-01, 4.497955e-01
44,3.300524e-01, 1, 1, 1, 0, 0, 0, 1, 9.985991e-02, 3.998305e-01, 4.497910e-01
44,3.326136e-01, 1, 1, 1, 0, 0, 0, 1, 9.990096e-02, 3.998800e-01, 4.498939e-01
44,2.639037e-01, 1, 1, 1, 0, 1, 0, 1, 9.989402e-02, 3.998719e-01, 4.498824e-01
44,2.450893e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.988647e-02, 3.998556e-01, 4.498722e-01
44,3.391005e-01, 2, 2, 1, 0, 0, 0, 1, 9.989100e-02, 3.998598e-01, 4.498586e-01
44,3.019342e-01, 2, 2, 1, 0, 1, 0, 1, 9.985689e-02, 3.998248e-01, 4.498357e-01
44,3.139070e-01, 2, 2, 1, 0, 0, 0, 1, 9.987410e-02, 3.998387e-01, 4.498438e-01
44,3.972883e-01, 2, 2, 1, 0, 0, 0, 1, 9.988225e-02, 3.998339e-01, 4.498553e-01
44,3.095521e-01, 2, 2, 1, 0, 1, 0, 1, 9.988979e-02, 3.998649e-01, 4.498689e-01
44,3.370162e-01, 2, 2, 1, 0, 1, 0, 1, 9.988919e-02, 3.998284e-01, 4.498402e-01
44,3.239636e-01, 2, 2, 1, 0, 1, 0, 1, 9.989372e-02, 3.998640e-01, 4.498592e-01
44,3.193057e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.988526e-02, 3.998656e-01, 4.498604e-01
44,4.988456e-01, 2, 2, 1, 0, 0, 0, 1, 9.984331e-02, 3.998577e-01, 4.498652e-01
44,3.669488e-01, 1, 1, 1, 0, 1, 0, 1, 9.985689e-02, 3.998668e-01, 4.498701e-01
44,2.965050e-01, 1, 1, 1, 0, 1, 0, 1, 9.988949e-02, 3.998544e-01, 4.498680e-01
44,3.165271e-01, 1, 1, 1, 0, 1, 0, 1, 9.988466e-02, 3.998689e-01, 4.498767e-01
44,3.839725e-01, 1, 1, 1, 0, 0, 0, 1, 9.991696e-02, 3.998568e-01, 4.498749e-01
44,5.122700e-01, 2, 2, 1, 0, 0, 0, 1, 9.989160e-02, 3.998819e-01, 4.498689e-01
44,2.998058e-01, 2, 2, 1, 0, 0, 0, 1, 9.989040e-02, 3.998604e-01, 4.498634e-01
44,4.239654e-01, 1, 1, 1, 0, 0, 0, 1, 9.988315e-02, 3.998619e-01, 4.498625e-01
44,2.952424e-01, 1, 1, 1, 0, 1, 0, 1, 9.989160e-02, 3.998707e-01, 4.498794e-01
44,3.315290e-01, 2, 2, 1, 0, 1, 0, 1, 9.988496e-02, 3.999211e-01, 4.498507e-01
44,3.903888e-01, 2, 2, 1, 0, 0, 0, 1, 9.988285e-02, 3.998577e-01, 4.498589e-01
44,2.309299e-01, 2, 2, 1, 0, 1, 0, 1, 9.988587e-02, 3.998604e-01, 4.498634e-01
44,3.657845e-01, 1, 1, 1, 0, 0, 0, 1, 9.991454e-02, 3.999057e-01, 4.498532e-01
44,3.028663e-01, 2, 2, 1, 0, 1, 0, 1, 9.992058e-02, 3.999051e-01, 4.499054e-01
44,2.590634e-01, 1, 1, 1, 0, 1, 0, 1, 9.984723e-02, 3.998100e-01, 4.498200e-01
44,2.891419e-01, 1, 1, 1, 0, 1, 0, 1, 9.988859e-02, 3.998532e-01, 4.498643e-01
44,3.174614e-01, 2, 2, 1, 0, 0, 0, 1, 9.989462e-02, 3.998812e-01, 4.498776e-01
44,3.049540e-01, 1, 1, 1, 0, 0, 0, 1, 9.988617e-02, 3.998731e-01, 4.498206e-01
44,4.608344e-01, 1, 1, 1, 0, 0, 0, 1, 9.988557e-02, 3.999356e-01, 4.498713e-01
44,3.304728e-01, 2, 2, 1, 0, 0, 0, 1, 9.985810e-02, 3.998305e-01, 4.498423e-01
44,3.729859e-01, 2, 2, 1, 0, 0, 0, 1, 9.988859e-02, 3.998677e-01, 4.498610e-01
44,2.626416e-01, 2, 1, 0, 0, 0, 0, -1.500000e+00, 9.989009e-02, 3.998803e-01, 4.498640e-01
44,3.400067e-01, 1, 1, 1, 0, 1, 0, 1, 9.988647e-02, 3.998508e-01, 4.498601e-01
44,2.623965e-01, 2, 2, 1, 0, 1, 0, 1, 9.988677e-02, 3.998378e-01, 4.498335e-01
44,3.320775e-01, 2, 2, 1, 0, 0, 0, 1, 9.987198e-02, 3.998674e-01, 4.498761e-01
44,2.710852e-01, 2, 2, 1, 0, 1, 0, 1, 9.988828e-02, 3.998803e-01, 4.498969e-01
44,3.000687e-01, 1, 1, 1, 0, 1, 0, 1, 9.989251e-02, 3.998619e-01, 4.498595e-01
44,2.879133e-01, 1, 1, 1, 0, 1, 0, 1, 9.994926e-02, 3.998764e-01, 4.498698e-01
44,3.090257e-01, 1, 1, 1, 0, 0, 0, 1, 9.989040e-02, 3.998556e-01, 4.498595e-01
44,2.971585e-01, 2, 2, 1, 0, 1, 0, 1, 9.986413e-02, 3.998653e-01, 4.498471e-01
44,3.090683e-01, 2, 2, 1, 0, 1, 0, 1, 9.992903e-02, 3.998885e-01, 4.498544e-01
44,3.928737e-01, 1, 1, 1, 0, 1, 0, 1, 9.989070e-02, 3.998653e-01, 4.498589e-01
44,2.576927e-01, 2, 2, 1, 0, 1, 0, 1, 9.986081e-02, 3.998891e-01, 4.498797e-01
44,2.719388e-01, 1, 1, 1, 0, 1, 0, 1, 9.993839e-02, 3.999214e-01, 4.498483e-01
44,3.814828e-01, 2, 2, 1, 0, 0, 0, 1, 9.987591e-02, 3.998327e-01, 4.498438e-01
44,3.901721e-01, 1, 2, 0, 0, 0, 0, -1.500000e+00, 9.986293e-02, 3.998263e-01, 4.498435e-01
44,2.389354e-01, 1, 1, 1, 0, 1, 0, 1, 9.989130e-02, 3.998514e-01, 4.498686e-01
44,3.257108e-01, 2, 2, 1, 0, 1, 0, 1, 9.983395e-02, 3.998154e-01, 4.498206e-01
44,2.491297e-01, 1, 1, 1, 0, 0, 0, 1, 9.990881e-02, 3.998671e-01, 4.498858e-01
44,6.537594e-01, 2, 2, 1, 1, 0, 1, -1.500000e+00, 9.605321e-02, 3.960100e-01, 4.460136e-01
44,2.597903e-01, 2, 2, 1, 0, 1, 1, 1, 9.989070e-02, 3.998541e-01, 4.498613e-01
44,3.219922e-01, 1, 2, 0, 0, 0, 1, -1.500000e+00, 9.990066e-02, 3.998843e-01, 4.498864e-01
44,2.610324e-01, 2, 2, 1, 0, 1, 1, 1, 9.988708e-02, 3.998803e-01, 4.498640e-01
44,3.149406e-01, 1, 1, 1, 0, 1, 1, 1, 9.989855e-02, 3.998649e-01, 4.498728e-01
44,2.862616e-01, 1, 1, 1, 0, 1, 1, 1, 9.987923e-02, 3.998692e-01, 4.498432e-01
44,2.828660e-01, 1, 1, 1, 0, 0, 1, 1, 9.988194e-02, 3.998698e-01, 4.498504e-01
44,2.315173e-01, 1, 1, 1, 0, 1, 1, 1, 9.987953e-02, 3.998625e-01, 4.498520e-01
44,3.502879e-01, 1, 1, 1, 0, 0, 1, 1, 9.989794e-02, 3.998405e-01, 4.498520e-01
44,3.365948e-01, 2, 2, 1, 0, 0, 1, 1, 9.988647e-02, 3.998423e-01, 4.498625e-01
44,3.151120e-01, 1, 1, 1, 0, 1, 1, 1, 9.989372e-02, 3.998483e-01, 4.498541e-01
44,3.342723e-01, 2, 2, 1, 0, 0, 1, 1, 9.988587e-02, 3.998719e-01, 4.498489e-01
44,3.534788e-01, 1, 1, 1, 0, 0, 1, 1, 9.982610e-02, 3.999123e-01, 4.498323e-01
44,3.870937e-01, 1, 1, 1, 0, 0, 1, 1, 9.992602e-02, 3.998354e-01, 4.498417e-01
44,3.159509e-01, 2, 2, 1, 0, 1, 1, 1, 9.983123e-02, 3.998245e-01, 4.498363e-01
44,2.150112e-01, 1, 1, 1, 0, 1, 1, 1, 9.984844e-02, 3.998526e-01, 4.498601e-01
44,3.347043e-01, 1, 1, 1, 0, 0, 1, 1, 9.990458e-02, 3.998828e-01, 4.498631e-01
44,2.413074e-01, 1, 2, 0, 0, 0, 1, -1.500000e+00, 9.985689e-02, 3.998547e-01, 4.498323e-01
44,2.640782e-01, 1, 1, 1, 0, 0, 1, 1, 9.987832e-02, 3.998583e-01, 4.498544e-01
44,3.017803e-01, 1, 1, 1, 0, 0, 1, 1, 9.984482e-02, 3.998212e-01, 4.498184e-01
44,3.294915e-01, 1, 2, 0, 0, 0, 1, -1.500000e+00, 9.986021e-02, 3.998278e-01, 4.497729e-01
44,3.326058e-01, 2, 2, 1, 0, 1, 1, 1, 9.988074e-02, 3.998568e-01, 4.498577e-01
44,4.310961e-01, 1, 1, 1, 1, 0, 1, -1.500000e+00, 9.986323e-02, 3.998052e-01, 4.498489e-01
44,2.857626e-01, 1, 1, 1, 0, 1, 1, 1, 9.985900e-02, 3.998287e-01, 4.498351e-01
44,2.905893e-01, 2, 2, 1, 0, 1, 1, 1, 9.988376e-02, 3.998486e-01, 4.498616e-01
44,3.192867e-01, 2, 2, 1, 0, 1, 1, 1, 9.987500e-02, 3.998659e-01, 4.498495e-01
44,2.825022e-01, 1, 1, 1, 0, 0, 1, 1, 9.989130e-02, 3.998767e-01, 4.499006e-01
44,2.875958e-01, 2, 1, 0, 0, 0, 1, -1.500000e+00, 9.992119e-02, 3.998683e-01, 4.498649e-01
44,5.002860e-01, 2, 2, 1, 1, 0, 1, -1.500000e+00, 9.986353e-02, 3.998263e-01, 4.498317e-01
44,3.203465e-01, 2, 2, 1, 0, 1, 1, 1, 9.988677e-02, 3.998574e-01, 4.498586e-01
44,3.232660e-01, 1, 1, 1, 0, 0, 1, 1, 9.985417e-02, 3.998173e-01, 4.498251e-01
44,2.627720e-01, 1, 1, 1, 0, 1, 1, 1, 9.988768e-02, 3.998526e-01, 4.498670e-01
44,3.160429e-01, 1, 1, 1, 0, 0, 1, 1, 9.988919e-02, 3.998508e-01, 4.498568e-01
44,2.553253e-01, 1, 2, 0, 0, 0, 1, -1.500000e+00, 9.987651e-02, 3.998444e-01, 4.498450e-01
44,4.058734e-01, 2, 2, 1, 1, 0, 1, -1.500000e+00, 9.989281e-02, 3.998622e-01, 4.498652e-01
44,3.337607e-01, 1, 1, 1, 0, 1, 1, 1, 9.989583e-02, 3.998586e-01, 4.498749e-01
44,2.322547e-01, 2, 2, 1, 0, 0, 1, 1, 9.988919e-02, 3.998689e-01, 4.498686e-01
44,4.151654e-01, 1, 1, 1, 1, 0, 1, -1.500000e+00, 9.988436e-02, 3.998514e-01, 4.498450e-01
44,3.182634e-01, 1, 1, 1, 0, 0, 1, 1, 9.988345e-02, 3.998483e-01, 4.498779e-01
44,3.061611e-01, 1, 1, 1, 0, 1, 1, 1, 9.990036e-02, 3.998390e-01, 4.498737e-01
44,3.263564e-01, 2, 2, 1, 0, 1, 1, 1, 9.989130e-02, 3.998625e-01, 4.498670e-01
44,2.335385e-01, 1, 2, 0, 0, 0, 1, -1.500000e+00, 9.989281e-02, 3.998553e-01, 4.498432e-01
44,2.324186e-01, 2, 2, 1, 0, 1, 1, 1, 9.989160e-02, 3.998643e-01, 4.498661e-01
44,2.709801e-01, 2, 2, 1, 0, 1, 1, 1, 9.989915e-02, 3.998746e-01, 4.498686e-01
44,3.160737e-01, 1, 1, 1, 0, 1, 1, 1, 9.987802e-02, 3.998704e-01, 4.498574e-01
44,4.473734e-01, 1, 1, 1, 1, 0, 1, -1.500000e+00, 9.988496e-02, 3.998592e-01, 4.498429e-01
44,3.096533e-01, 1, 1, 1, 0, 1, 1, 1, 9.987772e-02, 3.998393e-01, 4.498510e-01
44,2.733645e-01, 1, 1, 1, 0, 0, 1, 1, 9.988979e-02, 3.998604e-01, 4.498637e-01
44,3.110170e-01, 2, 2, 1, 0, 1, 1, 1, 9.989855e-02, 3.998550e-01, 4.498722e-01
44,2.981836e-01, 1, 1, 1, 0, 1, 1, 1, 9.988315e-02, 3.998580e-01, 4.498595e-01
44,3.262831e-01, 1, 1, 1, 0, 1, 1, 1, 9.989040e-02, 3.998598e-01, 4.498734e-01
44,3.621109e-01, 2, 2, 1, 0, 0, 1, 1, 9.991726e-02, 3.998963e-01, 4.499033e-01
44,2.595008e-01, 1, 1, 1, 0, 1, 1, 1, 9.988406e-02, 3.998523e-01, 4.498562e-01
44,2.970351e-01, 1, 1, 1, 0, 1, 1, 1, 9.987078e-02, 3.998167e-01, 4.498197e-01
44,3.490497e-01, 2, 2, 1, 0, 0, 1, 1, 9.991122e-02, 4.000086e-01, 4.499742e-01
44,3.355796e-01, 1, 1, 1, 0, 0, 1, 1, 9.988798e-02, 3.998553e-01, 4.498655e-01
44,2.980973e-01, 2, 2, 1, 0, 1, 1, 1, 9.992330e-02, 3.998991e-01, 4.498993e-01
44,3.022708e-01, 2, 2, 1, 0, 1, 1, 1, 9.989160e-02, 3.998607e-01, 4.498655e-01
44,2.498571e-01, 1, 1, 1, 0, 1, 1, 1, 9.989523e-02, 3.998870e-01, 4.498815e-01
44,2.320727e-01, 1, 2, 0, 0, 0, 1, -1.500000e+00, 9.986353e-02, 3.998299e-01, 4.498363e-01
44,2.549419e-01, 2, 2, 1, 0, 1, 1, 1, 9.989583e-02, 3.998656e-01, 4.498658e-01
44,3.170542e-01, 1, 2, 0, 0, 0, 1, -1.500000e+00, 9.988074e-02, 3.998541e-01, 4.498595e-01
44,2.806392e-01, 2, 2, 1, 0, 0, 1, 1, 9.988859e-02, 3.998716e-01, 4.498595e-01
44,2.531878e-01, 1, 1, 1, 0, 1, 1, 1, 9.989160e-02, 3.998628e-01, 4.498580e-01
44,3.712542e-01, 1, 1, 1, 0, 1, 1, 1, 9.988496e-02, 3.999021e-01, 4.498601e-01
44,3.243865e-01, 2, 2, 1, 0, 0, 1, 1, 9.989553e-02, 3.998610e-01, 4.498686e-01
44,3.123192e-01, 2, 2, 1, 0, 1, 1, 1, 9.990036e-02, 3.998897e-01, 4.498698e-01
44,3.152940e-01, 1, 1, 1, 0, 0, 1, 1, 9.989462e-02, 3.998604e-01, 4.498640e-01
44,3.026137e-01, 2, 1, 0, 0, 0, 1, -1.500000e+00, 9.989251e-02, 3.998969e-01, 4.498740e-01
44,6.185872e-01, 2, 2, 1, 1, 0, 1, -1.500000e+00, 9.988557e-02, 3.998556e-01, 4.498637e-01
44,3.460012e-01, 2, 2, 1, 0, 1, 1, 1, 9.989191e-02, 3.999048e-01, 4.498770e-01
44,3.401123e-01, 2, 2, 1, 0, 1, 1, 1, 9.986534e-02, 3.998429e-01, 4.498435e-01
44,3.107888e-01, 2, 2, 1, 0, 1, 1, 1, 9.988557e-02, 3.998499e-01, 4.498586e-01
44,5.143474e-01, 2, 2, 1, 1, 0, 1, -1.500000e+00, 9.992451e-02, 3.999148e-01, 4.499443e-01
44,3.659626e-01, 1, 1, 1, 0, 0, 1, 1, 9.989040e-02, 3.998671e-01, 4.498695e-01
44,3.270673e-01, 2, 2, 1, 0, 1, 1, 1, 9.988828e-02, 3.998553e-01, 4.498622e-01
44,2.985456e-01, 2, 2, 1, 0, 0, 1, 1, 9.988557e-02, 3.998613e-01, 4.498595e-01
44,3.185215e-01, 1, 1, 1, 0, 1, 1, 1, 9.989130e-02, 3.998963e-01, 4.498849e-01
44,2.420653e-01, 2, 2, 1, 0, 1, 1, 1, 9.988043e-02, 3.998586e-01, 4.498550e-01
44,2.408477e-01, 1, 1, 1, 0, 1, 1, 1, 9.988708e-02, 3.998646e-01, 4.498583e-01
44,2.952728e-01, 1, 1, 1, 0, 1, 2, 1, 8.659456e-02, 3.865549e-01, 4.365634e-01
44,2.993126e-01, 1, 2, 0, 0, 0, 2, -1.500000e+00, 9.992300e-02, 3.998607e-01, 4.498698e-01
44,2.712720e-01, 1, 1, 1, 0, 1, 2, 1, 9.988134e-02, 3.998438e-01, 4.498486e-01
44,2.845346e-01, 1, 1, 1, 0, 1, 2, 1, 9.989523e-02, 3.998668e-01, 4.498643e-01
44,2.573115e-01, 1, 1, 1, 0, 1, 2, 1, 9.993054e-02, 3.998535e-01, 4.498758e-01
44,3.592083e-01, 2, 2, 1, 1, 0, 2, -1.500000e+00, 9.984180e-02, 3.998819e-01, 4.498559e-01
44,2.414644e-01, 2, 2, 1, 0, 1, 2, 1, 9.989221e-02, 3.998979e-01, 4.498779e-01
44,2.162223e-01, 2, 2, 1, 0, 1, 2, 1, 9.993356e-02, 3.998966e-01, 4.499099e-01
44,2.073257e-01, 2, 2, 1, 0, 0, 2, 1, 9.989915e-02, 3.998230e-01, 4.498628e-01
44,3.194026e-01, 2, 2, 1, 0, 1, 2, 1, 9.989553e-02, 3.998571e-01, 4.498245e-01
44,2.986283e-01, 2, 2, 1, 0, 1, 2, 1, 9.989613e-02, 3.998665e-01, 4.498562e-01
44,2.950030e-01, 1, 1, 1, 0, 1, 2, 1, 9.991243e-02, 3.998719e-01, 4.498812e-01
44,4.590471e-01, 1, 2, 0, 1, 1, 2, -1.500000e+00, 9.987228e-02, 3.998381e-01, 4.498459e-01
44,2.811382e-01, 1, 2, 0, 0, 0, 2, -1.500000e+00, 9.988919e-02, 3.998631e-01, 4.498604e-01
44,2.298272e-01, 2, 1, 0, 0, 0, 2, -1.500000e+00, 9.987862e-02, 3.998293e-01, 4.498326e-01
44,3.086490e-01, 1, 1, 1, 0, 1, 2, 1, 9.984844e-02, 3.998145e-01, 4.498743e-01
44,4.484426e-01, 2, 2, 1, 1, 0, 2, -1.500000e+00, 9.992058e-02, 3.999365e-01, 4.499018e-01
44,3.668133e-01, 2, 2, 1, 1, 0, 2, -1.500000e+00, 9.985931e-02, 3.997819e-01, 4.498351e-01
44,2.241405e-01, 2, 1, 0, 0, 0, 2, -1.500000e+00, 9.990247e-02, 3.998653e-01, 4.498649e-01
44,4.316993e-01, 2, 2, 1, 1, 0, 2, -1.500000e+00, 9.986112e-02, 3.998381e-01, 4.498341e-01
44,2.464383e-01, 1, 2, 0, 0, 0, 2, -1.500000e+00, 9.992994e-02, 3.999105e-01, 4.499078e-01
44,1.676061e+00, 2, 2, 1, 1, 0, 2, -1.500000e+00, 9.986896e-02, 3.998061e-01, 4.498100e-01
44,3.697545e-01, 1, 1, 1, 1, 1, 2, -1.500000e+00, 9.992300e-02, 3.999063e-01, 4.498788e-01
44,2.350031e-01, 2, 1, 0, 0, 0, 2, -1.500000e+00, 9.986353e-02, 3.998317e-01, 4.498399e-01
44,3.375568e-01, 1, 1, 1, 0, 0, 2, 1, 9.988164e-02, 3.998816e-01, 4.498843e-01
44,4.123416e-01, 1, 1, 1, 1, 0, 2, -1.500000e+00, 9.989130e-02, 3.998607e-01, 4.498667e-01
44,2.438303e-01, 1, 1, 1, 0, 1, 2, 1, 9.988768e-02, 3.998517e-01, 4.498634e-01
44,3.387594e-01, 2, 2, 1, 0, 1, 2, 1, 9.988406e-02, 3.998743e-01, 4.498417e-01
44,3.412419e-01, 1, 1, 1, 0, 1, 2, 1, 9.988587e-02, 3.998586e-01, 4.498547e-01
44,2.242658e-01, 2, 1, 0, 0, 0, 2, -1.500000e+00, 9.990489e-02, 3.998559e-01, 4.498601e-01
44,3.756546e-01, 1, 1, 1, 1, 0, 2, -1.500000e+00, 9.987349e-02, 3.998468e-01, 4.498495e-01
44,3.205838e-01, 2, 2, 1, 0, 1, 2, 1, 9.990458e-02, 3.998574e-01, 4.498824e-01
44,3.239331e-01, 1, 1, 1, 0, 0, 2, 1, 9.988074e-02, 3.998396e-01, 4.498447e-01
44,2.715627e-01, 1, 1, 1, 0, 0, 2, 1, 9.988466e-02, 3.998616e-01, 4.498613e-01
44,3.973665e-01, 2, 2, 1, 1, 0, 2, -1.500000e+00, 9.990790e-02, 3.998583e-01, 4.498830e-01
44,2.929760e-01, 2, 2, 1, 0, 1, 2, 1, 9.991666e-02, 3.998547e-01, 4.498046e-01
44,3.056506e-01, 1, 1, 1, 0, 1, 2, 1, 9.988255e-02, 3.998698e-01, 4.498658e-01
44,2.859026e-01, 1, 2, 0, 0, 0, 2, -1.500000e+00, 9.987500e-02, 3.998429e-01, 4.498456e-01
44,2.666802e-01, 1, 1, 1, 0, 1, 2, 1, 9.988859e-02, 3.998656e-01, 4.498474e-01
44,3.917764e-01, 2, 2, 1, 1, 1, 2, -1.500000e+00, 9.988919e-02, 3.998580e-01, 4.498649e-01
44,2.807786e-01, 1, 1, 1, 0, 0, 2, 1, 9.987410e-02, 3.998339e-01, 4.498550e-01
44,3.656550e-01, 2, 2, 1, 1, 0, 2, -1.500000e+00, 9.990156e-02, 3.998858e-01, 4.499492e-01
44,1.984780e-01, 1, 2, 0, 0, 0, 2, -1.500000e+00, 9.987470e-02, 3.998435e-01, 4.498055e-01
44,4.547861e-01, 2, 2, 1, 1, 1, 2, -1.500000e+00, 9.984633e-02, 3.998085e-01, 4.498079e-01
44,2.132273e-01, 2, 2, 1, 0, 1, 2, 1, 9.988708e-02, 3.998565e-01, 4.498571e-01
44,2.124129e-01, 2, 2, 1, 0, 1, 2, 1, 9.988376e-02, 3.998514e-01, 4.498604e-01
44,2.838881e-01, 2, 2, 1, 0, 1, 2, 1, 9.987923e-02, 3.998580e-01, 4.498514e-01
44,3.443525e-01, 1, 2, 0, 0, 0, 2, -1.500000e+00, 9.984240e-02, 3.998535e-01, 4.498520e-01
44,2.832276e-01, 1, 1, 1, 0, 1, 2, 1, 9.989221e-02, 3.998589e-01, 4.498637e-01
44,3.519499e-01, 2, 2, 1, 0, 0, 2, 1, 9.986383e-02, 3.998387e-01, 4.498332e-01
44,3.218582e-01, 1, 1, 1, 0, 0, 2, 1, 9.988074e-02, 3.998438e-01, 4.498553e-01
44,1.812662e-01, 2, 2, 1, 0, 1, 2, 1, 9.988436e-02, 3.998565e-01, 4.498489e-01
44,2.218706e-01, 1, 1, 1, 0, 1, 2, 1, 9.987530e-02, 3.998191e-01, 4.498550e-01
44,3.012786e-01, 2, 1, 0, 0, 0, 2, -1.500000e+00, 9.989915e-02, 3.998852e-01, 4.498800e-01
44,2.252939e-01, 1, 2, 0, 0, 0, 2, -1.500000e+00, 9.985538e-02, 3.998689e-01, 4.498683e-01
44,3.047348e-01, 1, 1, 1, 0, 1, 2, 1, 9.993145e-02, 3.998770e-01, 4.498535e-01
44,1.970276e-01, 2, 2, 1, 0, 0, 2, 1, 9.989130e-02, 3.998408e-01, 4.498169e-01
44,1.169449e-01, 1, 1, 1, 0, 1, 2, 1, 9.989341e-02, 3.998677e-01, 4.498230e-01
44,3.762559e-01, 1, 1, 1, 1, 0, 2, -1.500000e+00, 9.988798e-02, 3.998571e-01, 4.498613e-01
44,2.977737e-01, 1, 1, 1, 0, 0, 2, 1, 9.986836e-02, 3.998260e-01, 4.498344e-01
